以下是贵州省高考志愿填报专业分数线：
年份	生源地	科类	批次	院校名称	专业名称	专业备注	最低分	最低位次	最高分	平均分
2023	贵州	理科	本科一批	中山大学	环境科学与工程类	环境科学与工程类（环境科学、环境工程民族班学生的招收，从投档成绩不低于我校在该省，区、市提档分数线以下40分内的少数民族考生中择优录取。广州校区东校园）	603	3771	611	0
2023	贵州	理科	本科一批	中山大学	海洋科学类	海洋科学（民族班学生的招收，从投档成绩不低于我校在该省，区、市提档分数线以下40分内的少数民族考生中择优录取，珠海校区）	600	4112	611	0
2023	贵州	理科	本科一批	中山大学	土木类	土木、水利与海洋工程（民族班学生的招收，从投档成绩不低于我校在该省，区、市提档分数线以下40分内的少数民族考生中择优录取。珠海校区）	595	4752	599	0
2023	贵州	理科	本科一批	中山大学	护理学类	护理学（民族班学生的招收，从投档成绩不低于我校在该省，区、市提档分数线以下40分内的少数民族考中择优录取。不招色盲色弱广州校区北校园）	594	4876	596	0
2023	贵州	文科	本科一批	中山大学	经济学类	经济学类（经济学、金融学，珠海校区）	644	263	652	0
2023	贵州	文科	本科一批	中山大学	工商管理类	工商管理（深圳校区）	643	289	648	0
2023	贵州	文科	本科一批	中山大学	政治学类	国际政治（珠海校区）	642	314	643	0
2023	贵州	文科	本科一批	中山大学	外国语言文学类	外国语言文学类（英语、德语、法语、甘语广州校区）	640	342	642	0
2023	贵州	文科	本科一批	中山大学	哲学类	哲学（珠海校区）	639	369	646	0
2023	贵州	文科	本科一批	中山大学	图书情报与档案管理类	图书情报与档案管理类（信息管理与信息系统、图书馆学档案学广州校区东校园）	639	369	641	0
2023	贵州	理科	本科一批	北京航空航天大学	工科试验班类	工科试验班类（智能飞行器技术、智能感知工程、智能制造工程、飞行器设计与工程、飞行器动力工程、材料科学与工程、交通运输、人工智能、网络空间安全、空天智能电推进技术未来空天领军计划不录取无该专业志愿考生。就读校区为学院路校区）	663	305	673	0
2023	贵州	理科	本科一批	北京航空航天大学	理科试验班类	理科试验班类（数学与应用数学，华罗庚数学拔尖计划含数学与应用数学一计算机科学与技术双学士学位项目，不录取无该专业志愿考生。京就读校区为沙河校区）	663	305	663	0
2023	贵州	理科	本科一批	北京航空航天大学	理科试验班类	理科试验班类（化学化学拔尖计划含化学一能源与动力工程双学土学位项目，不录取无该专业志愿考生，不招色盲、色弱考生。沙河校区）	657	460	658	0
2023	贵州	理科	本科一批	北京航空航天大学	工科试验班类	工科试验班类（含计算机科学与技术、人工智能、虚拟现实技术、智能感知工程、网络空间安全等，具体专业方向详见学校招信息网报考指南专栏。信息类，沙河校区）	655	531	663	0
2023	贵州	理科	本科一批	北京航空航天大学	工科试验班类	工科试验班类（生物学工程、智能医学工程，医工交叉试验班，不招色盲、色弱考生。就读校区为学院路校区）	652	604	655	0
2023	贵州	理科	本科一批	北京航空航天大学	理科试验班类	理科试验班类（含数学与应用数学、信息与计算科学、信息安全、应用物理学、化学、空间科学与技术等，具体专业方向详见学校招生信息网报考指南专栏。沙河校区）	652	604	661	0
2023	贵州	理科	本科一批	北京航空航天大学	工科试验班类	工科试验班类（含智能飞行器技术、空天智能电推进技术、飞行器控制与信息工程、智能制造工程、飞行器设计与工程、飞行器动力工程等，具体专业方向详见学校招生信息网报考指南专栏。航空H航天类沙河校区，北京海淀）	651	630	662	0
2023	贵州	理科	本科一批	北京航空航天大学	理科试验班类	理科试验班类（含数学与应用数学、信息与计算科学、信息安全、应用物理学、化学、空间科学与技术等，具体专业方句详见学校招生信息网报考指南专栏。沙河校区）	644	864	645	0
2023	贵州	理科	本科一批	北京航空航天大学	工科试验班类	工科试验班类（含智能飞行器技术、空天智能电推进技术、飞行器控制与信息工程、智能制造工程、飞行器设计与工程、飞行器动力工程等，具体专业方向详见学校招生信息网报考指南专栏。航空H航天类沙河校区，民族班）	641	990	652	0
2023	贵州	理科	本科一批	北京航空航天大学	工科试验班类	工科试验班类（电子信息工程、测控技术与仪器、飞行器适航技术、交通运输中外合作办学，中法航空试验班与法国国立民航大学联合培养。本科阶段不可转入北京市各校区设立的学院学习。办学地点位于浙江省杭州市）（中外合作办学）	624	1914	644	0
2023	贵州	理科	本科一批	东南大学	工科试验班	工科试验班（信息工程等四年制理工科专业吴健雄班）	651	630	657	0
2023	贵州	理科	本科一批	东南大学	电子信息类	电子信息类（信息工程、电子科学与技术、海洋信息工程）	640	1032	645	0
2023	贵州	理科	本科一批	东南大学	计算机类	计算机类（计算机科学与技术、软件工程、网络空间安全、人工智能）	638	1116	650	0
2023	贵州	理科	本科一批	东南大学	临床医学类	临床医学（5十3一体化培养）	634	1303	647	0
2023	贵州	理科	本科一批	东南大学	建筑类	建筑类（建筑学、城乡规划风景园林）	633	1359	633	0
2023	贵州	理科	本科一批	东南大学	工科试验班	工科试验班（智能车辆工程、新能源科学与工程、机器人工程、日电动载运工程、智能感知工程、测控技术与仪器、机械工程、核工程与核技术、建筑环境与能源应用工程、环境工程、电气工程及其自动化、能源与动力工程，碳中和与智能制造实验班）	632	1409	645	0
2023	贵州	理科	本科一批	东南大学	理科试验班	理科试验班（数学与应用数学、信息与计算科学、统计学、应用物理学、牛物理学、工程力学、名密码科学与技术）	632	1409	637	0
2023	贵州	理科	本科一批	东南大学	工科试验班	工科试验班（智慧交通、智能建造、交通运输、交通工程、道路桥梁与渡河工程、港口航道与海岸工程、给排水科学与工程、土木工程、工程管理、城市地下空间工程、材料科学与工程土木交通材料实验班）	588	5724	623	0
2023	贵州	文科	本科一批	东南大学	文科试验班类	文科试验班类（社会学、汉语言文学、旅游管理、哲学、国际经济与贸易、金融学、经济学、金融工程、法学、艺术史论）	639	369	643	0
2023	贵州	理科	本科一批	北京理工大学	工科试验班	工科试验班（飞行器设计与工程、飞行器动力工程、航空航天工程、武器发射工程、探测制导与控制技术、工程力学、武器系统与工程、弹药工程与爆炸技术、特种能源技术与工程、安全工程、机械电子工程、智能无人系统技术、车辆工程、装甲车辆工程、能源与动力工程、机械工程、工业工程、智能制造工程、能源与动力工程，含管理双学位、自动化、电气工程及其自动化、计算机科学与技术、软件工程、人工智能、数据科学与大数据技术、网络空间安全、密码科学与技术、光电信息科学与工程、测控技术与仪器、智能感知工程、电子信息工程、电子科学与技术、通信工程、信息对抗技术、微电子科学与工程，徐特立英才班）	651	630	655	0
2023	贵州	理科	本科一批	北京理工大学	工科试验班	工科试验班（光电信息科学与工程、测控技术与仪器、智能感知工程、电子信息工程、电子科学与技术、通信工程、微电子科学与工程，电子信息实验班）	643	910	648	0
2023	贵州	理科	本科一批	北京理工大学	工科试验班	工科试验班（自动化、电气工程及其自动化、机器人工程、计算机科学与技术、软件工程、人工智能、数据科学与大数据技术、网络空间安全、密码科学与技术、信息对抗技术信息科学技术）	642	944	651	0
2023	贵州	理科	本科一批	北京理工大学	工科试验班	工科试验班（车辆工程、装甲车辆工程、能源与动力工程、机械工程、工业工程、智能制造工程、能源与动力工程，含管理双学位，智能制造与智能车辆菁英班）	625	1839	640	0
2023	贵州	理科	本科一批	北京理工大学	自动化类	自动化（中外合作办学）（中外合作办学）	603	3771	607	0
2023	贵州	理科	本科一批	四川大学	口腔医学类	口腔医学（俗称左撇子的考生谨懂慎报考）	671	172	679	0
2023	贵州	理科	本科一批	四川大学	临床医学类	临床医学（八年制本硕博贯通式培养，国家级一流本科专业建设点）	665	270	669	0
2023	贵州	理科	本科一批	四川大学	临床医学类	临床医学（五年制国家级一流本科专业建设点，国家级特色专业）	630	1536	641	0
2023	贵州	理科	本科一批	四川大学	口腔医学类	口腔医学（五年制国家级一流本科专业建设点，双一流建设”学科。口腔医学专业由于学习、就业的特殊性，左利手，俗称左撇子的考生谨慎报考）	629	1605	657	0
